City,Street
Πάτρα,Γρεβενών
Πάτρα,Γρηγορά Νικηφόρου
Πάτρα,Γρηγοράκη Τζ.
Πάτρα,Γρυπάρη Ιωάννη
Πάτρα,Γυθείου
Πάτρα,Δαβάκη
Πάτρα,Δαιδάλου
Πάτρα,Δαμασκηνού Ιωάννη
Πάτρα,Δαμιράλη Ιωάν.
Πάτρα,Δαμίρη Δημ.
Πάτρα,Δάμωνος (Κάθετη Βύρωνος)
Πάτρα,Δάμωνος (Κάθετη Ιωνίας)
Πάτρα,Δανάης
Πάτρα,Δαναού
Πάτρα,Δανιηλίδος
Πάτρα,Δασκαλογιάννη
Πάτρα,Δασυλίου
Πάτρα,Δάφνης
Πάτρα,Δαφνομήλη
Πάτρα,Δεινοκράτους
Πάτρα,Δελβίνου
Πάτρα,Δεληγιάννη Κανέλλου
Πάτρα,Δέλτα Πηνελόπης
Πάτρα,Δελφών
Πάτρα,Δερβενακίων
Πάτρα,Δεσκάτης
Πάτρα,Δευκαλίωνος
Πάτρα,Δηιανείρας
Πάτρα,Δήλου
Πάτρα,Δημαρά Κ.
Πάτρα,Δημητρακοπούλου
Πάτρα,Δημητριάδου Γ. και Κ.
Πάτρα,Δημητρίου Σταύρου
Πάτρα,Δημητρίου του Πολιορκητή
Πάτρα,Δημητρόπουλου Παν.
Πάτρα,Δημητσάνας
Πάτρα,Δημοδόκου
Πάτρα,Δημοκλέους
Πάτρα,Δημοκρίτου
Πάτρα,Δημοσθένους
Πάτρα,Δημουλίτσα Ιωάννη
Πάτρα,Δημοφώντος (Εγλυκάδα)
Πάτρα,Δημοφώντος (Ταραμπούρα)
Πάτρα,Διαγόρα
Πάτρα,Διακίδη Ιωάννη
Πάτρα,Διάκου Αθανασίου
Πάτρα,Διάκου Ιγνατίου
Πάτρα,Διαμαντή Νικολάου
Πάτρα,Διδυμότειχου
Πάτρα,Διογένους
Πάτρα,Διοδώρου
Πάτρα,Διοκλέους
Πάτρα,Διομείας
Πάτρα,Διονυσίου Αγαπητού
Πάτρα,Διονύσου
Πάτρα,Διός
Πάτρα,Διοσκούρων
Πάτρα,Διοφάντους
Πάτρα,Δίρφης
Πάτρα,Δοϊράνης
Πάτρα,Δομοκού
Πάτρα,Δονούσας
Πάτρα,Δοξαπατρή Β.
Πάτρα,Δοξαρά
Πάτρα,Δορυλαίου
Πάτρα,Δουνάβεως
Πάτρα,Δραγούμη Ίωνος
Πάτρα,Δράμας
Πάτρα,Δρεπάνου
Πάτρα,Δρίσκου
Πάτρα,Δρόση Λεωνίδα
Πάτρα,Δροσίνη Γεώργιου
Πάτρα,Δρυάδων
Πάτρα,Δύμης
Πάτρα,Δυοβουνιώτη
Πάτρα,Δυρραχίου
Πάτρα,Δωδεκανήσου
Πάτρα,Δωδώνης
Πάτρα,Δωρίδος
Πάτρα,Δωριέων
Πάτρα,Εγγονόπουλου
Πάτρα,Λεωφόρος Εγλυκάδος
Πάτρα,Εγνατία
Πάτρα,Εδέσσης
Πάτρα,Εθνική Οδός Κορίνθου - Πατρών
Πάτρα,Εθνομαρτύρων
Πάτρα,Εκαταίου
Πάτρα,Ελασσόνος
Πάτρα,Ελαφονήσου
Πάτρα,Ελευσίνος
Πάτρα,Ελίκης
Πάτρα,Ελικώνος
Πάτρα,Έλληνος Στρατιώτου
Πάτρα,Έλλης
Πάτρα,Ελλησπόντου
Πάτρα,Ελύτη Οδυσσέα
Πάτρα,Εμπεδοκλέους
Πάτρα,Εμπειρίκου Ανδρέα
Πάτρα,Ενιππέως
Πάτρα,Εντελβάις
Πάτρα,Εορδαίας
Πάτρα,Επαινετού
Πάτρα,Επαμεινώνδα
Πάτρα,Επιδαύρου
Πάτρα,Επίκτητου
Πάτρα,Επιμενίδου
Πάτρα,Επιφανείου
Πάτρα,Επιχάρους
Πάτρα,Επταλόφου
Πάτρα,Ερατεινής
Πάτρα,Ερατούς
Πάτρα,Εργίνου
Πάτρα,Ερενστρώλε
Πάτρα,Ερετρίας
Πάτρα,Ερεχθέως
Πάτρα,Ερισσού
Πάτρα,Ερίχθωνος
Πάτρα,Ερμιόνης
Πάτρα,Ερμού
Πάτρα,Ερμουπόλεως
Πάτρα,Ερυθραίας
Πάτρα,Ερυθρού Σταυρού
Πάτρα,Ερυμάνθου
Πάτρα,Εστίας
Πάτρα,Ετεοκλέους
Πάτρα,Ευαγγελάτου Αντίοχου
Πάτρα,Ευαίμωνος
Πάτρα,Ευβοίας
Πάτρα,Ευδήμου
Πάτρα,Ευδόξου (Περιβόλα)
Πάτρα,Ευδόξου
Πάτρα,Ευήνου
Πάτρα,Ευθυδήμου
Πάτρα,Ευκλείδου
Πάτρα,Ευμαίου
Πάτρα,Ευμήλου
Πάτρα,Εϋνάρδου
Πάτρα,Ευξείνου Πόντου
Πάτρα,Ευπαδάμου
Πάτρα,Ευπαλίνου
Πάτρα,Ευπόλιδος
Πάτρα,Ευριδίκης
Πάτρα,Ευριπίδου
Πάτρα,Ευρυάλου
Πάτρα,Ευρυβιάδου
Πάτρα,Ευρυδάμαντος
Πάτρα,Ευρύκλειας
Πάτρα,Ευρυπύλου
Πάτρα,Ευρυσθέως
Πάτρα,Ευρυτίωνος
Πάτρα,Ευρύτου
Πάτρα,Ευρώτα
Πάτρα,Ευσεβίου
Πάτρα,Ευτέρπης
Πάτρα,Ευφήμου
Πάτρα,Εφέσου
Πάτρα,Εφταλιώτη Αργύρη
Πάτρα,Εχινάδων
Πάτρα,Εχίωνος
Πάτρα,Ζαΐμη (Καστελόκαμπος)
Πάτρα,Ζαΐμη
Πάτρα,Ζακύνθου
Πάτρα,Ζαλόγγου
Πάτρα,Ζαλοκώστα Γ.
Πάτρα,Ζάρκου Παν.
Πάτρα,Ζαφειράκη (Νέο Τμήμα)
Πάτρα,Ζαφειράκη (Παράλληλη Καρατάσου)
Πάτρα,Ζαφειρόπουλου Αναγνώστη
Πάτρα,Ζαχάρως
Πάτρα,Ζέρβα Ναπολέοντος
Πάτρα,Ζήνωνος
Πάτρα,Ζήτου
Πάτρα,Ζήτρου Πάνου
Πάτρα,Ζυγοβιτσίου (Βόρειο Τμήμα)
Πάτρα,Ζυγοβιτσίου (Νοτιο Τμήμα)
Πάτρα,Ζωγράφου
Πάτρα,Ζωοδόχου Πηγής
Πάτρα,Ήβης
Πάτρα,Ηγουμενίτσας
Πάτρα,Ηλείας (Κάθετη Παπαδιαμαντοπούλου)
Πάτρα,Ηλείας (Κάθετη Πλατεία Ομονοίας)
Πάτρα,Ηλέκτρας
Πάτρα,Ήλιδος
Πάτρα,Ηλιού Ηλία
Πάτρα,Ημαθίας
Πάτρα,Ηπείρου
Πάτρα,Ηρακλειδών
Πάτρα,Ηρακλείου
Πάτρα,Ηρακλείτου
Πάτρα,Ηρακλέους
Πάτρα,Ήρας
Πάτρα,Ηροδότου (Καστελόκαμπος)
Πάτρα,Ηροδότου (Προάστιο)
Πάτρα,Ηρωδίωνος
Πάτρα,Λεωφόρος Ηρώων Πολυτεχνείου
Πάτρα,Ησαΐου (Γηροκομείο)
Πάτρα,Ησαΐου
Πάτρα,Ησιόδου
Πάτρα,Ηφαιστείας
Πάτρα,Ηφαιστίωνος
Πάτρα,Ηφαίστου
Πάτρα,Θάλειας
Πάτρα,Θαλή
Πάτρα,Θάσου
Πάτρα,Θεαγένους
Πάτρα,Θεαιτήτου
Πάτρα,Θεμιστοκλέους (Αγία Βαρβάρα)
Πάτρα,Θεμιστοκλέους (Καστελόκαμπος)
Πάτρα,Θεόγνιδος
Πάτρα,Θεοδότου
Πάτρα,Θεόδωρου του Κυρηναίου
Πάτρα,Θεοκρίτου
Πάτρα,Θεοξένου
Πάτρα,Θεοπομπού
Πάτρα,Θεοτόκη Νικηφόρου
Πάτρα,Θεοτοκόπουλου Δομίνικου
Πάτρα,Θεοφάνους
Πάτρα,Θεοφιλόπουλου Ιωάννη
Πάτρα,Θεόφραστου
Πάτρα,Θεοχάρη Γ.
Πάτρα,Θεοχαροπούλου
Πάτρα,Θερίσου
Πάτρα,Θερμοπυλών
Πάτρα,Θέσπιδος
Πάτρα,Θεσσαλονίκης
Πάτρα,Θέτιδος
Πάτρα,Θέωνος
Πάτρα,Θηβών
Πάτρα,Θηρασίας
Πάτρα,Θησέως
Πάτρα,Θόαντος
Πάτρα,Θουκυδίδου (Άνθεια)
Πάτρα,Θουκυδίδου (Καστελόκαμπος)
Πάτρα,Θουρίας
Πάτρα,Θράκης
Πάτρα,Θυάμιδος
Πάτρα,Θωμόπουλου Επαμεινώνδα
Πάτρα,Ιακωβίδη Γεώργιου
Πάτρα,Ιασίου
Πάτρα,Ιάσονος
Πάτρα,Ιατρού Βασιλείου
Πάτρα,Ιβύκου
Πάτρα,Ιγκονέ
Πάτρα,Ιδομενέως
Πάτρα,Ιεράπετρας
Πάτρα,Ιεράς Μονής Αναλήψεως
Πάτρα,Ιεράς Μονής Σωτήρος
Πάτρα,Ιερεμίου
Πάτρα,Ιερέως Γεωργίου
Πάτρα,Ιερισσού
Πάτρα,Ιεροσολύμων
Πάτρα,Ιερού Λόχου
Πάτρα,Ιθώμης
Πάτρα,Ικάρου
Πάτρα,Ικονίου
Πάτρα,Ικτίνου (Καστελόκαμπος)
Πάτρα,Ικτίνου (Μέσα Αγυιά)
Πάτρα,Ιλίου
Πάτρα,Ιλισού
Πάτρα,Ίμβρου
Πάτρα,Ινάχου
Πάτρα,Ιοκάστης
Πάτρα,Ιολάου
Πάτρα,Ίου
Πάτρα,Ιουστίνου
Πάτρα,Ιππάρχου
Πάτρα,Ιππίου
Πάτρα,Ιπποδαμείας
Πάτρα,Ιπποδάμου
Πάτρα,Ιπποκράτους (Καστελόκαμπος)
Πάτρα,Λεωφόρος Ιπποκράτους
Πάτρα,Ιπποκράτους (Νοσοκομείο)
Πάτρα,Ιπποκράτους
Πάτρα,Ιππολύτου
Πάτρα,Ισαακίου
Πάτρα,Ισιδώρου
Πάτρα,Ισμήνης
Πάτρα,Ισοκράτους
Πάτρα,Ίστρου
Πάτρα,Ιτεών
Πάτρα,Ιφιγενείας
Πάτρα,Ιφικλέους
Πάτρα,Ιφίκλου
Πάτρα,Ιφίτου
Πάτρα,Ιωαννίνων
Πάτρα,Ιωνίας
Πάτρα,Καβάλας
Πάτρα,Καβάφη Κωνσταντίνου
Πάτρα,Καββαδία Νίκου
Πάτρα,Κάδμου
Πάτρα,Καζαντζάκη Νίκου
Πάτρα,Καισαρείας
Πάτρα,Καλαβρύτων (ΤΕΙ)
Πάτρα,Καλαβρύτων
Πάτρα,Λεωφόρος Καλαβρύτων
Πάτρα,Καλαμά
Πάτρα,Καλαμογδάρτη
Πάτρα,Καλαμπάκας
Πάτρα,Καλαμών
Πάτρα,Κάλβου Ανδρέα
Πάτρα,Κάλλας Μαρίας
Πάτρα,Καλλιδρομίου
Πάτρα,Καλλικράτιδος
Πάτρα,Καλλικράτους
Πάτρα,Καλλιόπης
Πάτρα,Καλλιπόλεως
Πάτρα,Καλλίππου
Πάτρα,Καλομοίρη Μανώλη
Πάτρα,Καλυψούς
Πάτρα,Καμάρα Αντωνίου
Πάτρα,Καμαρινού
Πάτρα,Καμείρου
Πάτρα,Καμπούρογλου Δ.
Πάτρα,Καμπύση Γιάννη
Πάτρα,Κανακάρη (Γούβα)
Πάτρα,Κανακάρη
Πάτρα,Κανάρη Κωνσταντίνου
Πάτρα,Κανελλόπουλου Παναγιώτη
Πάτρα,Κάνθου
Πάτρα,Καντούνη Νικολάου
Πάτρα,Καπετάν Ρίζου
Πάτρα,Καπλάνη Ζώη
Πάτρα,Καποδίστρια Ιωάννη
Πάτρα,Καραβά
Πάτρα,Καραϊσκάκη Γεώργιου
Πάτρα,Καρακίτσου Αλέξιου
Πάτρα,Καραμανδάνη
Πάτρα,Καραμανλή Κωνσταντίνου
Πάτρα,Καρανικολή
Πάτρα,Καραολή & Δημητρίου
Πάτρα,Καρατάσου
Πάτρα,Καρατζά
Πάτρα,Καραχάλιου
Πάτρα,Καρδαρά
Πάτρα,Καρδίτσης
Πάτρα,Καριταίνης
Πάτρα,Καρκαβίτσα Ανδρέα
Πάτρα,Καρούζου Νίκου
Πάτρα,Καρπάθου
Πάτρα,Καρπασίας
Πάτρα,Καρπενησίου
Πάτρα,Καρπενησιώτη Αθανασίου
Πάτρα,Καρυάτιδων
Πάτρα,Καρυοφύλλη
Πάτρα,Καρύστου
Πάτρα,Καρυών
Πάτρα,Καρυωτάκη Κώστα
Πάτρα,Κάσου
Πάτρα,Κασσάνδρας
Πάτρα,Καστελλόκαμπου
Πάτρα,Καστοριάς
Πάτρα,Κάστορος
Πάτρα,Κατερίνης
Πάτρα,Κατσαντώνη Λάμπρου
Πάτρα,Κατσώνη Λάμπρου
Πάτρα,Καφηρέως
Πάτρα,Καχτίτση Μιχάλη
Πάτρα,Καψάλη
Πάτρα,Κέας
Πάτρα,Κεδρηνού
Πάτρα,Κέκροπος
Πάτρα,Κερασόβου
Πάτρα,Κερασούντος
Πάτρα,Κερδυλίων
Πάτρα,Κερκίνης
Πάτρα,Κερκύρας
Πάτρα,Κερύνειας
Πάτρα,Κεφαλληνίας
Πάτρα,Κεφάλου
Πάτρα,Κήπαρου
Πάτρα,Κηφισού
Πάτρα,Κιάτου
Πάτρα,Κιθαιρώνος
Πάτρα,Κιλκίς
Πάτρα,Κιμώλου
Πάτρα,Κίμωνος
Πάτρα,Κισσάβου
Πάτρα,Κιτίου
Πάτρα,Κλαδέου
Πάτρα,Κλεάνθη Σταματίου
Πάτρα,Κλεάρχου
Πάτρα,Κλειούς
Πάτρα,Κλεισθένους
Πάτρα,Κλεισόβης
Πάτρα,Κλεισούρας
Πάτρα,Κλείτου
Πάτρα,Κλεοβούλου
Πάτρα,Κλεομένους
Πάτρα,Κλεοπάτρας
Πάτρα,Κλυταιμνήστρας
Πάτρα,Κλυτίου
Πάτρα,Κνίδου
Πάτρα,Κόδρου
Πάτρα,Κοζάνης
Πάτρα,Κοιμήσεως Θεοτόκου
Πάτρα,Κολοκοτρώνη (Προέκταση)
Πάτρα,Κολοκοτρώνη
Πάτρα,Κολχίδος
Πάτρα,Κομαίθους
Πάτρα,Κομνηνών
Πάτρα,Κομοτηνής
Πάτρα,Κονδυλάκη Ιωάννη
Πάτρα,Κονίτσης
Πάτρα,Κονταξή
Πάτρα,Κόντογλου Φώτη
Πάτρα,Κοντογούρη Νικ.
Πάτρα,Κόνωνος
Πάτρα,Κοραή
Πάτρα,Λεωφόρος Κορίνθου
Πάτρα,Κορνάρου Βιτσέντζου
Πάτρα,Κορυδαλλού
Πάτρα,Κορυτσάς
Πάτρα,Κορώνης
Πάτρα,Κορώνου
Πάτρα,Κοσμά Μελωδού
Πάτρα,Κοσμά του Αιτωλού
Πάτρα,Κόσσου
Πάτρα,Κοτοπούλη Μαρίκας
Πάτρα,Κουκουζέλη Ιωάννη
Πάτρα,Κούμα
Πάτρα,Κουμανιώτη (Αγία Βαρβάρα)
Πάτρα,Κουμαριανού
Πάτρα,Κουν Καρόλου
Πάτρα,Κουνελάκη Νικ.
Πάτρα,Κουντουριώτη Παύλου
Πάτρα,Κουρλέτη Σ.
Πάτρα,Κουσινιώτη
Πάτρα,Κουτούζη Ν.
Πάτρα,Κραναού
Πάτρα,Κρανιδίου
Πάτρα,Κρανιδιώτη Γιάννου
Πάτρα,Κρατίνου
Πάτρα,Κρατύλου
Πάτρα,Κρέοντος
Πάτρα,Κρεστένων
Πάτρα,Κριεζή
Πάτρα,Κριεζώτου
Πάτρα,Κριτίου
Πάτρα,Κριτοβούλου
Πάτρα,Κρίτωνος
Πάτρα,Κρόνου
Πάτρα,Κρυονερίου
Πάτρα,Κρυστάλλη
Πάτρα,Κτησίου
Πάτρα,Κτησίππου
Πάτρα,Κυβέλης
Πάτρα,Κυδωνιών
Πάτρα,Κυθήρων
Πάτρα,Κύθνου
Πάτρα,Κυλλήνης
Πάτρα,Κύμης
Πάτρα,Κυμοθόης
Πάτρα,Κυπαρισσίας
Πάτρα,Κύπρου
Πάτρα,Κυρηναίου Θεοδώρου
Πάτρα,Κω
Πάτρα,Κωνσταντίνου
Πάτρα,Κωνσταντινουπόλεως (Αγία Σοφία)
Πάτρα,Κωνσταντινουπόλεως (Πράτσικα)
Πάτρα,Κωνσταντίου
Πάτρα,Κωνσταντοπούλου Πηνελόπης
Πάτρα,Κωπαΐδος
Πάτρα,Κωστάκη
Πάτρα,Κωχ Ροβέρτου (Βόρειο Τμήμα)
Πάτρα,Κωχ Ροβέρτου
Πάτρα,Λαγκαδά
Πάτρα,Λάδωνος
Πάτρα,Λαέρτου
Πάτρα,Λαμίας
Πάτρα,Λαοδάμαντος
Πάτρα,Λαπαθιώτη Ναπολέοντος
Πάτρα,Λαρίσης
Πάτρα,Λάρνακος
Πάτρα,Λασκαράτου Ανδρέα
Πάτρα,Λασκάρεως Αλ.
Πάτρα,Λασσάνη Γεώργιου
Πάτρα,Λαυράγκα Διονυσίου
Πάτρα,Λαχανά
Πάτρα,Λαχούρη
Πάτρα,Λεβαδείας
Πάτρα,Λεβέντη Γεώργιου
Πάτρα,Λεβιδίου
Πάτρα,Λειψών
Πάτρα,Λεμεσού
Πάτρα,Λεμπέση
Πάτρα,Λεοννάτου
Πάτρα,Λεπενιώτη Κ.
Πάτρα,Λέρου
Πάτρα,Λευκάδος
Πάτρα,Λεύκας
Πάτρα,Λευκίππης
Πάτρα,Λευκίππου
Πάτρα,Λευκοθέας
Πάτρα,Λεύκτρων
Πάτρα,Λευκωσίας
Πάτρα,Λεχαινών
Πάτρα,Λεωνίδα
Πάτρα,Λεωνιδίου
Πάτρα,Λεωφάντους
Πάτρα,Λεωφόρος 12ου Συντάγματος
Πάτρα,Λεωφόρος Ακρωτηρίου
Πάτρα,Λεωφόρος Βενιζέλου Ελευθέριου
Πάτρα,Λεωφόρος Γούναρη Δημητρίου
Πάτρα,Λεωφόρος Εγλυκάδος
Πάτρα,Λεωφόρος Ηρώων Πολυτεχνείου
Πάτρα,Λεωφόρος Ιπποκράτους
Πάτρα,Λεωφόρος Καλαβρύτων
Πάτρα,Λεωφόρος Κορίνθου
Πάτρα,Λεωφόρος Όθωνος & Αμαλίας
Πάτρα,Λεωφόρος Πανεπιστημίου (Προς Αθήνα)
Πάτρα,Λεωφόρος Πανεπιστημίου
Πάτρα,Λεωφόρος Παπανδρέου Γεώργιου
Πάτρα,Λεωφόρος Πατρών - Κλάους
Πάτρα,Λήμνου
Πάτρα,Λιακοπούλου
Πάτρα,Λιβαδά Ευάγγελου
Πάτρα,Λίνδου
Πάτρα,Λογοθετίδη Β.
Πάτρα,Λόντου Ανδρέα
Πάτρα,Λουδία
Πάτρα,Λουκιανού
Πάτρα,Λουκίου
Πάτρα,Λούρου
Πάτρα,Λοχαγού Αλεξόπουλου
Πάτρα,Λοχαγού Μενούνου Κων.
Πάτρα,Λοχαγού Παπαντωνίου
Πάτρα,Λυγκέως
Πάτρα,Λυκαίου
Πάτρα,Λυκοδήμου
Πάτρα,Λυκομήδους
Πάτρα,Λυκόρτα
Πάτρα,Λυκούργου
Πάτρα,Λυκόχορου
Πάτρα,Λύκωνος
Πάτρα,Λυσάνδρου
Πάτρα,Λυσιμάχου
Πάτρα,Λυσίου
Πάτρα,Λυσίππου
Πάτρα,Λύτρα Νικηφόρου
Πάτρα,Μαβίλη Λορέντζου
Πάτρα,Μάγερ Ιωσήφ
Πάτρα,Μαγνησίας
Πάτρα,Μαιάνδρου
Πάτρα,Μαιζώνος
Πάτρα,Μαινάλου
Πάτρα,Μακεδονίας
Πάτρα,Μακεδονομάχων
Πάτρα,Μακρή Δημητρίου
Πάτρα,Μακρυγιάννη
Πάτρα,Μακρυνόρους
Πάτρα,Μαλακάση Μιλτιάδη
Πάτρα,Μαλέα
Πάτρα,Μάνης
Πάτρα,Μανιακίου
Πάτρα,Μανιάτη Η.
Πάτρα,Μαντά
Πάτρα,Μάντζαρου Νικολάου
Πάτρα,Μαντινείας
Πάτρα,Μανωλιάσης
Πάτρα,Μαξιμίλλης
Πάτρα,Μαξίμου Δημ. (Δυτικό Τμήμα)
Πάτρα,Μαξίμου Δημ.
Πάτρα,Μαραγκόπουλου Β.
Πάτρα,Μαραθωνομάχων
Πάτρα,Μαραθώνος
Πάτρα,Μαρασλή Αλεξάνδρου
Πάτρα,Μαρκιανού
Πάτρα,Μαρκορά Γεράσιμου
Πάτρα,Μαρούδα
Πάτρα,Μαρτελάου Αντ.
Πάτρα,Μαρτελάου
Πάτρα,Μαρτζώκη Στεφάνου
Πάτρα,Μάτεση Αντωνίου
Πάτρα,Ματρώζου Ιωάννη
Πάτρα,Μάτση Κυριάκου
Πάτρα,Μαυροβουνίου
Πάτρα,Μαυρογένους Μαντούς
Πάτρα,Μαυροκορδάτου Αλεξάνδρου
Πάτρα,Μαυρομάτη Σταύρου
Πάτρα,Μαυρομματαίων
Πάτρα,Μεγάλου Αλεξάνδρου
Πάτρα,Μεγάλου Σπηλαίου
Πάτρα,Μεγαλουπόλεως
Πάτρα,Μεγάρων
Πάτρα,Μεγιστίου
Πάτρα,Μεθάνων
Πάτρα,Μεθώνης
Πάτρα,Μειλίχου
Πάτρα,Μελά Παύλου
Πάτρα,Μελάνθου
Πάτρα,Μελανίππου
Πάτρα,Μελαχροινού Απόστολου
Πάτρα,Μελεάγρου
Πάτρα,Μελισσηνού Σπυρίδωνος
Πάτρα,Μελίσσου
Πάτρα,Μενάνδρου
Πάτρα,Μένδης
Πάτρα,Μενελάου
Πάτρα,Μενεσθέως
Πάτρα,Μενοιτίου
Πάτρα,Μέντορος
Πάτρα,Μερκούρη Μελίνας
Πάτρα,Μεσογείων
Πάτρα,Μεσολογγίου
Πάτρα,Μεσσάτιδος
Πάτρα,Μεσσήνης
Πάτρα,Μεταξά Σπύρου
Πάτρα,Μετεώρων
Πάτρα,Μετσόβου
Πάτρα,Μέτωνος
Πάτρα,Μηδείας
Πάτρα,Μηθύμνης
Πάτρα,Μηλιώνη Χρήστου
Πάτρα,Μήλου
Πάτρα,Μητροδώρου
Πάτρα,Μητρομάρα
Πάτρα,Μητροπολίτη Βαρνάβα
Πάτρα,Μητροπολίτη Δέρκων
Πάτρα,Μητροπολίτη Καραβαγγέλη Γερμανού
Πάτρα,Μητροπολίτη Νεοφύτου
Πάτρα,Μητροπολίτη Παρθενίου
Πάτρα,Μητροπολίτη Χρυσοστόμου
Πάτρα,Μητρόπουλου Δημήτρη
Πάτρα,Μητσοπούλου
Πάτρα,Μιαούλη
Πάτρα,Μικρούτσικου Αριστείδη
Πάτρα,Μιλήτου
Πάτρα,Μιλτιάδου
Πάτρα,Μίνθης
Πάτρα,Μίνωος
Πάτρα,Μινωτή & Παξινού
Πάτρα,Μίχου Δ.
Πάτρα,Μνάσεου
Πάτρα,Μνησικλέους
Πάτρα,Μολάων
Πάτρα,Μονεμβασιάς
Πάτρα,Μονής Αγίων Πάντων
Πάτρα,Μονής Βατοπεδίου
Πάτρα,Μονής Δοβρά
Πάτρα,Μονής Ιβήρων
Πάτρα,Μονής Καλτεζών
Πάτρα,Μονής Νοτενών
Πάτρα,Μονής Σέλτσου
Πάτρα,Μονής Σινά
Πάτρα,Μονής Σουμελά
Πάτρα,Μονής Ταξιαρχών
Πάτρα,Μονής Φιλοθέου
Πάτρα,Μονής Φιλοσόφου
Πάτρα,Μόρνου
Πάτρα,Μόρφου
Πάτρα,Μοσχοβάκη
Πάτρα,Μούδρου
Πάτρα,Μουργκάνας
Πάτρα,Μουρούζη
Πάτρα,Μουσών
Πάτρα,Μουτούση Ανδρέα
Πάτρα,Μοψού
Πάτρα,Μπακογιάννη Παύλου
Πάτρα,Μπασδέκη
Πάτρα,Μπενάκη Εμμανουήλ
Πάτρα,Μπιζανίου
Πάτρα,Μπιρμπίλη
Πάτρα,Μπισκίνη Δημητρίου
Πάτρα,Μπουζιάνη
Πάτρα,Μπουκαούρη
Πάτρα,Μπουκουβάλα Ιωάννη
Πάτρα,Μπουμπουλίνας
Πάτρα,Μπράλου
Πάτρα,Μυκάλης
Πάτρα,Μυκηνών
Πάτρα,Μυκόνου
Πάτρα,Μυριβήλη Στρατή
Πάτρα,Μυρίνης
Πάτρα,Μυρτιώτισσας
Πάτρα,Μυσίας
Πάτρα,Μυστρά
Πάτρα,Μυτιλήνης
Πάτρα,Μωραϊτίδη Αλεξάνδρου
Πάτρα,Μωραϊτίνη Τίμου
Πάτρα,Νάξου
Πάτρα,Ναούσης
Πάτρα,Ναυαρίνου
Πάτρα,Ναύαρχου Νοταρά
Πάτρα,Ναυμαχίας Έλλης
Πάτρα,Ναυπάκτου
Πάτρα,Ναυπλίου
Πάτρα,Ναυσίθοου
Πάτρα,Ναυσικάς
Πάτρα,Νεάρχου
Πάτρα,Νεμέας
Πάτρα,Νεοκλέους
Πάτρα,Νεομάρτυρος Ζαχαρίου
Πάτρα,Νεοπτολέμου
Πάτρα,Νέσσου
Πάτρα,Νέστορος
Πάτρα,Νέστου
Πάτρα,Νεφέλης
Πάτρα,Νηρέως
Πάτρα,Νηρηίδων
Πάτρα,Νιγρίτας
Πάτρα,Νικαίας
Πάτρα,Νικηγόρα
Πάτρα,Νικήτα
Πάτρα,Νικηταρά Ιωάννη
Πάτρα,Νικίου
Πάτρα,Νικομάχου
Πάτρα,Νικομήδειας
Πάτρα,Νικοπόλεως
Πάτρα,Νικοτσάρα
Πάτρα,Νιόβης
Πάτρα,Νιρβάνα Παύλου
Πάτρα,Νίσου
Πάτρα,Νισύρου
Πάτρα,Νόρμαν
Πάτρα,Ντυνάν Ερρίκου
Πάτρα,Νυμφαίου
Πάτρα,Ξάνθης
Πάτρα,Ξάνθου Εμμανουήλ
Πάτρα,Ξενοκράτους
Πάτρα,Ξενόπουλου Γρηγορίου
Πάτρα,Ξενοφάνους
Πάτρα,Ξενοφώντος
Πάτρα,Ξένωνος
Πάτρα,Ξηροποτάμου
Πάτρα,Ξυδιά Νικολάου
Πάτρα,Ξυλοκάστρου
Πάτρα,Οδηγήτριας
Πάτρα,Οδησσού
Πάτρα,Οδυσσέως (Καστελόκαμπος)
Πάτρα,Οδυσσέως (Ψαροφάι)
Πάτρα,Οζηρού
Πάτρα,Όθρυος
Πάτρα,Λεωφόρος Όθωνος & Αμαλίας
Πάτρα,Οιβώτα
Πάτρα,Οιδίποδος
Πάτρα,Οικονομόπουλου
Πάτρα,Οικονόμου Βελισσαρίου
Πάτρα,Οινουσσών
Πάτρα,Οίτης
Πάτρα,Οιχαλίας
Πάτρα,Ολυμπίας
Πάτρα,Ολυμπίου Γεωργάκη
Πάτρα,Ολυμπίων Θεών
Πάτρα,Ολύμπου
Πάτρα,Ολύνθου
Πάτρα,Ομήρου (Αρόη)
Πάτρα,Ομήρου (Καστελόκαμπος)
Πάτρα,Ομογενών
Πάτρα,Ομφάλης
Πάτρα,Ορειβασίου
Πάτρα,Ορέστη
Πάτρα,Ορεστιάδος
Πάτρα,Ορκουλάτου Βασιλείου
Πάτρα,Ορφανίδου Θ.
Πάτρα,Ορφέως
Πάτρα,Ορχομενού
Πάτρα,Ουράνη Κώστα
Πάτρα,Ουρανίας
Πάτρα,Ουρανού
Πάτρα,Παγγαίου
Πάτρα,Παγώνας
Πάτρα,Παλαίμονος
Πάτρα,Παλαιολόγου Γραίτζα
Πάτρα,Παλαιολόγου Θωμά
Πάτρα,Παλαιολόγου Κωνσταντίνου
Πάτρα,Παλαίρου
Πάτρα,Παλαιών Πατρών Γερμανού
Πάτρα,Παλαμά Κωστή
Πάτρα,Πάλλη Αλεξάνδρου
Πάτρα,Παλληκαρίδη Ευαγόρα
Πάτρα,Παμίσου
Πάτρα,Παναγίας Αλεξιώτισσας
Πάτρα,Παναγούλη
Πάτρα,Παναιτωλικού
